index,ataque,tipo,dlllist_avg_dlls_per_proc,handles_nfile,handles_nkey,handles_nthread,handles_nsemaphore,handles_ntimer,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,svcscan_nservices,svcscan_process_services,svcscan_nactive,callbacks_ncallbacks,impacto ,afecta_al_activo,genera_riesgo
15947,Spyware,Spyware,39075,647,664,700,606,123,263,45,45,28125,525,28125,3,3,18,389,24,123,87,2,Activo2,riesgo
15948,Spyware,Spyware,3917948718,644,659,698,598,119,257,44,44,2822322,53239256,2822322,3,3,18,389,24,122,87,2,Activo14,riesgo
15949,Spyware,Spyware,3942105263,640,678,682,598,116,253,44,44,2890933,53219448,2890933,3,3,18,389,24,120,87,2,Activo19,riesgo
15950,Spyware,Spyware,3823684211,632,667,669,594,113,230,42,42,28571429,53061224,28571429,3,3,18,389,24,120,87,2,Activo14,riesgo
15951,Spyware,Spyware,3924324324,632,667,670,594,113,230,42,42,28629857,53169734,28629857,3,3,18,389,24,120,87,2,Activo8,riesgo
15952,Spyware,Spyware,3486486486,595,464,702,444,101,197,48,48,35901272,62827225,35901272,2,2,12,385,23,115,88,2,Activo6,riesgo
15953,Spyware,Spyware,3695121951,619,662,688,576,122,229,43,43,27634961,52699229,27634961,3,3,18,389,24,119,88,2,Activo7,riesgo
15954,Spyware,Spyware,3491891892,594,472,706,444,101,197,51,51,38002981,64828614,38002981,2,2,12,385,23,115,88,2,Activo17,riesgo
15955,Spyware,Spyware,3491891892,584,472,620,444,101,197,51,51,38002981,64828614,38002981,2,2,12,385,23,115,88,2,Activo16,riesgo
15956,Spyware,Spyware,3494594595,581,472,588,444,101,197,51,51,37974684,64780343,37974684,2,2,12,385,23,115,88,2,Activo18,riesgo
15957,Spyware,Spyware,3472972973,565,468,609,448,104,197,39,39,29500756,55975794,29500756,2,2,12,385,23,116,88,2,Activo5,riesgo
15958,Spyware,Spyware,3594444444,567,478,614,459,101,192,40,40,3003003,55555556,3003003,2,2,12,378,21,113,88,2,Activo7,riesgo
15959,Spyware,Spyware,3661538462,612,604,716,548,116,220,42,42,28610354,53814714,28610354,2,2,12,389,24,117,88,2,Activo12,riesgo
15960,Spyware,Spyware,3695121951,620,661,718,574,122,229,42,42,27009646,52090032,27009646,3,3,18,389,24,119,88,2,Activo16,riesgo
15961,Spyware,Spyware,3695121951,619,662,707,576,122,229,42,42,27009646,52090032,27009646,3,3,18,389,24,119,88,2,Activo15,riesgo
15962,Spyware,Spyware,4005128205,642,660,838,640,120,259,47,47,29228856,52860697,29228856,3,3,18,389,24,122,86,2,Activo20,riesgo
15963,Spyware,Spyware,3902702703,627,672,662,594,113,230,42,42,28865979,53608247,28865979,3,3,18,389,24,119,86,2,Activo5,riesgo
15964,Spyware,Spyware,3976923077,641,660,784,634,120,259,47,47,29430182,53224796,29430182,3,3,18,389,24,122,86,2,Activo10,riesgo
15965,Spyware,Spyware,3936585366,644,674,766,643,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,122,86,2,Activo13,riesgo
15966,Spyware,Spyware,3797560976,641,669,717,606,123,262,45,45,281602,52565707,281602,3,3,18,389,24,122,86,2,Activo5,riesgo
15967,Spyware,Spyware,389,642,669,703,606,123,262,45,45,28248588,52730697,28248588,3,3,18,389,24,122,86,2,Activo5,riesgo
15968,Spyware,Spyware,3879487179,638,664,688,598,119,253,44,44,28515878,53143227,28515878,3,3,18,389,24,121,86,2,Activo10,riesgo
15969,Spyware,Spyware,3802631579,623,672,659,594,113,230,42,42,28708134,53315106,28708134,3,3,18,389,24,119,86,2,Activo19,riesgo
15970,Spyware,Spyware,3902702703,625,672,663,594,113,230,42,42,2878684,53461275,2878684,3,3,18,389,24,119,86,2,Activo7,riesgo
15971,Spyware,Spyware,3902702703,627,672,668,594,113,230,42,42,28846154,53571429,28846154,3,3,18,389,24,119,86,2,Activo2,riesgo
15972,Spyware,Spyware,3881818182,665,726,884,704,129,283,52,52,29579067,53469852,29579067,48,788,288,389,24,123,87,2,Activo8,riesgo
15973,Spyware,Spyware,3833333333,862,746,725,664,122,256,48,48,29538462,54153846,29538462,63,18506,378,389,24,120,87,2,Activo18,riesgo
15974,Spyware,Spyware,3875,874,731,841,698,129,285,52,52,2962963,53561254,2962963,58,18456,348,389,24,123,87,2,Activo5,riesgo
15975,Spyware,Spyware,3867391304,880,748,833,713,135,293,52,52,28430837,52487698,28430837,63,18506,378,389,24,123,87,2,Activo9,riesgo
15976,Spyware,Spyware,3824444444,876,743,781,676,132,288,51,51,28846154,53167421,28846154,63,18506,378,389,24,123,87,2,Activo19,riesgo
15977,Spyware,Spyware,3824444444,878,743,768,676,132,288,51,51,28927964,53318208,28927964,65,19018,390,389,24,123,87,2,Activo10,riesgo
15978,Spyware,Spyware,3831818182,874,738,746,668,128,283,50,50,29052876,53457292,29052876,63,18506,378,389,24,122,87,2,Activo18,riesgo
15979,Spyware,Spyware,3833333333,860,746,719,664,122,256,48,48,29393754,53888549,29393754,63,18506,378,389,24,120,87,2,Activo17,riesgo
15980,Spyware,Spyware,3833333333,865,746,727,664,122,256,48,48,2946593,54020872,2946593,63,18506,378,389,24,120,87,2,Activo14,riesgo
15981,Spyware,Spyware,3833333333,860,746,728,664,122,256,48,48,29520295,54120541,29520295,63,18506,378,389,24,120,87,2,Activo9,riesgo
15982,Spyware,Spyware,4023076923,647,655,835,640,120,259,47,47,29102167,52631579,29102167,3,3,18,389,24,123,86,2,Activo9,riesgo
15983,Spyware,Spyware,3810810811,625,602,645,570,110,226,42,42,29350105,53808526,29350105,3,3,18,389,24,120,86,2,Activo11,riesgo
15984,Spyware,Spyware,3994871795,647,655,783,634,120,259,47,47,29301746,52992519,29301746,3,3,18,389,24,123,86,2,Activo11,riesgo
15985,Spyware,Spyware,3953658537,650,669,761,643,126,267,46,46,27611044,51620648,27611044,3,3,18,389,24,123,86,2,Activo12,riesgo
15986,Spyware,Spyware,39075,647,664,709,606,123,262,45,45,28037383,52336449,28037383,3,3,18,389,24,123,86,2,Activo12,riesgo
15987,Spyware,Spyware,39075,648,664,704,606,123,263,45,45,28125,525,28125,3,3,18,389,24,123,86,2,Activo18,riesgo
15988,Spyware,Spyware,3897368421,633,648,668,594,116,235,42,42,2781457,52317881,2781457,3,3,18,389,24,122,86,2,Activo15,riesgo
15989,Spyware,Spyware,3921621622,629,667,659,594,113,230,42,42,28590878,53097345,28590878,3,3,18,389,24,120,86,2,Activo2,riesgo
15990,Spyware,Spyware,3921621622,633,667,666,594,113,230,42,42,28668942,53242321,28668942,3,3,18,389,24,120,86,2,Activo13,riesgo
15991,Spyware,Spyware,3921621622,632,667,667,594,113,230,42,42,28708134,53315106,28708134,3,3,18,389,24,120,86,2,Activo4,riesgo
15992,Spyware,Spyware,4007692308,642,661,831,640,120,259,47,47,2921069,52827843,2921069,3,3,18,389,24,122,87,2,Activo18,riesgo
15993,Spyware,Spyware,3905405405,626,673,662,594,113,230,42,42,28806584,53497942,28806584,3,3,18,389,24,119,87,2,Activo6,riesgo
15994,Spyware,Spyware,3979487179,642,661,778,634,120,259,47,47,29411765,53191489,29411765,3,3,18,389,24,122,87,2,Activo13,riesgo
15995,Spyware,Spyware,393902439,645,675,757,643,126,267,46,46,27710843,51807229,27710843,3,3,18,389,24,122,87,2,Activo16,riesgo
15996,Spyware,Spyware,38925,642,670,706,606,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,87,2,Activo2,riesgo
15997,Spyware,Spyware,38925,642,670,700,606,123,263,45,45,28230866,52697616,28230866,3,3,18,389,24,122,87,2,Activo13,riesgo
15998,Spyware,Spyware,3902564103,639,665,692,598,119,257,44,44,28350515,52835052,28350515,3,3,18,389,24,121,87,2,Activo2,riesgo
15999,Spyware,Spyware,3805263158,624,673,660,594,113,230,42,42,28668942,53242321,28668942,3,3,18,389,24,119,87,2,Activo2,riesgo
16000,Spyware,Spyware,3905405405,627,673,664,594,113,230,42,42,28747433,5338809,28747433,3,3,18,389,24,119,87,2,Activo10,riesgo
16001,Spyware,Spyware,3905405405,626,673,669,594,113,230,42,42,2878684,53461275,2878684,3,3,18,389,24,119,87,2,Activo17,riesgo
16002,Spyware,Spyware,3863414634,644,662,834,648,120,260,47,47,28869779,52211302,28869779,4,54,24,389,24,122,87,2,Activo18,riesgo
16003,Spyware,Spyware,3778378378,623,605,628,578,107,224,42,42,29619182,53596615,29619182,3,53,18,389,24,119,87,2,Activo7,riesgo
16004,Spyware,Spyware,3804651163,649,676,801,651,126,268,47,47,2797619,51785714,2797619,4,54,24,389,24,122,87,2,Activo7,riesgo
16005,Spyware,Spyware,378372093,647,676,743,648,126,268,45,45,26978417,50959233,26978417,4,54,24,389,24,122,87,2,Activo19,riesgo
16006,Spyware,Spyware,3757142857,644,671,695,614,123,263,45,45,27846535,51980198,27846535,4,54,24,389,24,122,87,2,Activo18,riesgo
16007,Spyware,Spyware,37325,631,655,679,602,116,234,42,42,27595269,51905388,27595269,4,54,24,389,24,121,87,2,Activo16,riesgo
16008,Spyware,Spyware,3758974359,626,674,662,602,113,231,42,42,28301887,52560647,28301887,4,54,24,389,24,119,87,2,Activo19,riesgo
16009,Spyware,Spyware,3758974359,625,674,664,602,113,231,42,42,28436019,52809749,28436019,4,54,24,389,24,119,87,2,Activo5,riesgo
16010,Spyware,Spyware,3758974359,625,674,667,602,113,231,42,42,28474576,52881356,28474576,4,54,24,389,24,119,87,2,Activo1,riesgo
16011,Spyware,Spyware,3778378378,623,605,637,578,107,224,42,42,29619182,53596615,29619182,3,53,18,389,24,119,87,2,Activo17,riesgo
16012,Spyware,Spyware,4007692308,642,656,834,640,120,259,47,47,2921069,52827843,2921069,3,3,18,389,24,122,86,2,Activo8,riesgo
16013,Spyware,Spyware,3905405405,628,668,663,594,113,230,42,42,28865979,53608247,28865979,3,3,18,389,24,119,86,2,Activo10,riesgo
16014,Spyware,Spyware,3979487179,642,656,780,634,120,259,47,47,29411765,53191489,29411765,3,3,18,389,24,122,86,2,Activo2,riesgo
16015,Spyware,Spyware,393902439,645,670,762,643,126,267,46,46,27710843,51807229,27710843,3,3,18,389,24,122,86,2,Activo13,riesgo
16016,Spyware,Spyware,38925,642,665,709,606,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,86,2,Activo18,riesgo
16017,Spyware,Spyware,38925,643,665,703,606,123,262,45,45,28230866,52697616,28230866,3,3,18,389,24,122,86,2,Activo1,riesgo
16018,Spyware,Spyware,3902564103,639,660,692,598,119,257,44,44,28350515,52835052,28350515,3,3,18,389,24,121,86,2,Activo17,riesgo
16019,Spyware,Spyware,3926315789,635,679,682,598,116,252,44,44,29100529,53571429,29100529,3,3,18,389,24,119,86,2,Activo6,riesgo
16020,Spyware,Spyware,3926315789,635,679,684,598,116,252,44,44,29177719,53713528,29177719,3,3,18,389,24,119,86,2,Activo6,riesgo
16021,Spyware,Spyware,3805263158,628,668,671,594,113,230,42,42,28846154,53571429,28846154,3,3,18,389,24,119,86,2,Activo17,riesgo
16022,Spyware,Spyware,4007692308,642,656,835,640,120,259,47,47,2921069,52827843,2921069,3,3,18,389,24,122,87,2,Activo3,riesgo
16023,Spyware,Spyware,3908108108,626,668,661,594,113,230,42,42,28826356,5353466,28826356,3,3,18,389,24,119,87,2,Activo12,riesgo
16024,Spyware,Spyware,3979487179,642,656,774,634,120,259,47,47,29411765,53191489,29411765,3,3,18,389,24,122,87,2,Activo15,riesgo
16025,Spyware,Spyware,393902439,645,670,757,643,126,267,46,46,27710843,51807229,27710843,3,3,18,389,24,122,87,2,Activo10,riesgo
16026,Spyware,Spyware,38925,642,665,707,606,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,87,2,Activo16,riesgo
16027,Spyware,Spyware,38925,643,665,701,606,123,262,45,45,28230866,52697616,28230866,3,3,18,389,24,122,87,2,Activo2,riesgo
16028,Spyware,Spyware,3897435897,639,660,688,598,119,255,44,44,28368794,52869117,28368794,3,3,18,389,24,121,87,2,Activo6,riesgo
16029,Spyware,Spyware,3926315789,635,679,680,598,116,252,44,44,29081295,53536021,29081295,3,3,18,389,24,119,87,2,Activo1,riesgo
16030,Spyware,Spyware,3908108108,627,668,666,594,113,230,42,42,28747433,5338809,28747433,3,3,18,389,24,119,87,2,Activo3,riesgo
16031,Spyware,Spyware,3908108108,627,668,671,594,113,230,42,42,28806584,53497942,28806584,3,3,18,389,24,119,87,2,Activo20,riesgo
16032,Spyware,Spyware,3813043478,685,734,917,713,129,291,52,52,28840821,52689961,28840821,49,867,294,389,24,122,86,2,Activo1,riesgo
16033,Spyware,Spyware,38725,853,691,714,650,119,252,43,43,27528809,51856594,27528809,61,18559,366,389,24,119,86,2,Activo11,riesgo
16034,Spyware,Spyware,3911904762,852,676,830,684,126,281,47,47,27843602,51540284,27843602,57,18517,342,389,24,122,86,2,Activo6,riesgo
16035,Spyware,Spyware,3904545455,868,693,819,699,132,289,47,47,26659104,50482133,26659104,61,18783,366,389,24,122,86,2,Activo14,riesgo
16036,Spyware,Spyware,3860465116,865,688,768,662,129,284,46,46,27027027,51116334,27027027,62,18815,372,389,24,122,86,2,Activo20,riesgo
16037,Spyware,Spyware,3860465116,865,689,754,662,129,285,47,47,27679623,51825677,27679623,62,18815,372,389,24,122,86,2,Activo15,riesgo
16038,Spyware,Spyware,3869047619,862,683,745,654,125,279,45,45,27190332,51359517,27190332,62,18815,372,389,24,121,86,2,Activo7,riesgo
16039,Spyware,Spyware,3892682927,858,702,729,654,122,274,45,45,27812114,51915946,27812114,62,18815,372,389,24,119,86,2,Activo19,riesgo
16040,Spyware,Spyware,3892682927,861,702,737,654,122,274,45,45,27881041,5204461,27881041,61,18559,366,389,24,119,86,2,Activo8,riesgo
16041,Spyware,Spyware,3892682927,864,702,739,654,122,274,45,45,27915633,52109181,27915633,61,18559,366,389,24,119,86,2,Activo17,riesgo
16042,Spyware,Spyware,3744444444,678,697,875,678,129,270,58,58,33314187,58012636,33314187,3,3,18,389,24,122,86,2,Activo15,riesgo
16043,Spyware,Spyware,3795238095,659,717,727,640,122,243,56,56,34567901,59876543,34567901,3,3,18,389,24,119,86,2,Activo20,riesgo
16044,Spyware,Spyware,3802272727,675,697,830,672,129,270,60,60,34642032,59468822,34642032,3,3,18,389,24,122,86,2,Activo7,riesgo
16045,Spyware,Spyware,3773913043,677,711,819,681,135,278,59,59,32887402,57971014,32887402,3,3,18,389,24,122,86,2,Activo12,riesgo
16046,Spyware,Spyware,3728888889,676,706,770,644,132,273,58,58,33467975,58857473,33467975,3,3,18,389,24,122,86,2,Activo2,riesgo
16047,Spyware,Spyware,376,673,709,761,652,132,273,58,58,33295063,58553387,33295063,3,3,18,389,24,122,86,2,Activo6,riesgo
16048,Spyware,Spyware,3779545455,671,706,746,644,128,268,58,58,33977739,59168131,33977739,3,3,18,389,24,121,86,2,Activo6,riesgo
16049,Spyware,Spyware,3795238095,656,717,722,640,122,243,56,56,34419176,59618931,34419176,3,3,18,389,24,119,86,2,Activo18,riesgo
16050,Spyware,Spyware,3795238095,657,717,730,640,122,243,56,56,34504005,59765866,34504005,3,3,18,389,24,119,86,2,Activo8,riesgo
16051,Spyware,Spyware,3795238095,659,717,729,640,122,243,56,56,34546576,59839605,34546576,3,3,18,389,24,119,86,2,Activo4,riesgo
16052,Spyware,Spyware,4007692308,642,656,834,640,120,259,47,47,2921069,52827843,2921069,3,3,18,389,24,122,87,2,Activo14,riesgo
16053,Spyware,Spyware,3905405405,626,668,660,594,113,230,42,42,28846154,53571429,28846154,3,3,18,389,24,119,87,2,Activo8,riesgo
16054,Spyware,Spyware,3979487179,642,656,776,634,120,259,47,47,29411765,53191489,29411765,3,3,18,389,24,122,87,2,Activo15,riesgo
16055,Spyware,Spyware,393902439,645,670,759,643,126,267,46,46,27710843,51807229,27710843,3,3,18,389,24,122,87,2,Activo3,riesgo
16056,Spyware,Spyware,38925,642,665,709,606,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,87,2,Activo11,riesgo
16057,Spyware,Spyware,38925,643,665,703,606,123,262,45,45,28230866,52697616,28230866,3,3,18,389,24,122,87,2,Activo4,riesgo
16058,Spyware,Spyware,3905128205,637,661,689,598,119,253,44,44,2833226,5280103,2833226,3,3,18,389,24,121,87,2,Activo9,riesgo
16059,Spyware,Spyware,3905405405,624,668,662,594,113,230,42,42,28708134,53315106,28708134,3,3,18,389,24,119,87,2,Activo19,riesgo
16060,Spyware,Spyware,3905405405,626,668,665,594,113,230,42,42,28767123,53424658,28767123,3,3,18,389,24,119,87,2,Activo3,riesgo
16061,Spyware,Spyware,3905405405,627,668,666,594,113,230,42,42,28826356,5353466,28826356,3,3,18,389,24,119,87,2,Activo6,riesgo
16062,Spyware,Spyware,3845238095,666,672,838,648,120,260,48,48,28880866,5354994,28880866,3,3,18,389,24,122,86,2,Activo11,riesgo
16063,Spyware,Spyware,368372093,659,681,718,607,116,255,38,38,3909465,69958848,3909465,2,2,12,389,24,120,54,2,Activo13,riesgo
16064,Spyware,Spyware,3821428571,670,674,786,642,120,260,48,48,29161604,54070474,29161604,3,3,18,389,24,122,86,2,Activo17,riesgo
16065,Spyware,Spyware,3763636364,665,688,770,651,126,268,55,55,33618582,57457213,33618582,3,3,18,389,24,122,85,2,Activo18,riesgo
16066,Spyware,Spyware,3665116279,661,675,730,614,123,263,70,70,45132173,67698259,45132173,2,2,12,389,24,122,54,2,Activo18,riesgo
16067,Spyware,Spyware,3673333333,675,693,762,619,129,270,61,61,37446286,61387354,37446286,2,2,12,389,24,123,54,2,Activo7,riesgo
16068,Spyware,Spyware,3677272727,670,691,746,611,125,265,61,61,38268507,62107905,38268507,2,2,12,389,24,122,54,2,Activo16,riesgo
16069,Spyware,Spyware,3672093023,665,687,731,605,122,256,61,61,39278815,6310367,39278815,2,2,12,389,24,120,54,2,Activo13,riesgo
16070,Spyware,Spyware,3674418605,668,704,717,609,122,256,62,62,39948454,6378866,39948454,2,2,12,389,24,120,54,2,Activo7,riesgo
16071,Spyware,Spyware,3674418605,669,705,726,611,122,256,50,50,41946309,73825503,41946309,2,2,12,389,24,120,54,2,Activo20,riesgo
16072,Spyware,Spyware,3827272727,678,697,880,678,129,270,57,57,32758621,57471264,32758621,3,3,18,389,24,122,86,2,Activo9,riesgo
16073,Spyware,Spyware,3795238095,659,717,722,640,122,243,55,55,33950617,59259259,33950617,3,3,18,389,24,119,86,2,Activo14,riesgo
16074,Spyware,Spyware,3802272727,675,697,832,672,129,270,59,59,34084344,58925477,34084344,3,3,18,389,24,122,86,2,Activo14,riesgo
16075,Spyware,Spyware,3773913043,677,711,817,681,135,278,58,58,3234802,57445622,3234802,3,3,18,389,24,122,86,2,Activo4,riesgo
16076,Spyware,Spyware,3728888889,675,706,770,644,132,273,57,57,32909931,58314088,32909931,3,3,18,389,24,122,86,2,Activo14,riesgo
16077,Spyware,Spyware,376,673,709,758,652,132,273,57,57,32739805,58012636,32739805,3,3,18,389,24,122,86,2,Activo19,riesgo
16078,Spyware,Spyware,3768181818,670,722,753,644,128,268,57,57,33490012,58754407,33490012,3,3,18,389,24,121,86,2,Activo10,riesgo
16079,Spyware,Spyware,3709302326,656,717,722,640,122,243,55,55,33804548,59004302,33804548,3,3,18,389,24,119,86,2,Activo17,riesgo
16080,Spyware,Spyware,3795238095,655,717,729,640,122,243,55,55,33887862,59149723,33887862,3,3,18,389,24,119,86,2,Activo8,riesgo
16081,Spyware,Spyware,3795238095,660,717,732,640,122,243,55,55,33929673,59222702,33929673,3,3,18,389,24,119,86,2,Activo5,riesgo
16082,Spyware,Spyware,3359615385,665,712,884,710,126,282,53,53,294936,56761269,294936,63,1011,378,389,24,122,86,2,Activo8,riesgo
16083,Spyware,Spyware,387,850,691,712,650,119,252,43,43,27599487,5198973,27599487,61,18559,366,389,24,119,86,2,Activo15,riesgo
16084,Spyware,Spyware,3225454545,759,712,852,704,126,284,52,52,28540066,56531284,28540066,73,18679,438,389,24,122,86,2,Activo12,riesgo
16085,Spyware,Spyware,3895454545,867,693,830,699,132,289,46,46,26166098,50056883,26166098,58,18521,348,389,24,122,86,2,Activo18,riesgo
16086,Spyware,Spyware,3858139535,864,688,778,662,129,284,46,46,27042916,51146384,27042916,61,18559,366,389,24,122,86,2,Activo16,riesgo
16087,Spyware,Spyware,3858139535,864,688,757,662,129,284,46,46,27122642,5129717,27122642,61,18559,366,389,24,122,86,2,Activo5,riesgo
16088,Spyware,Spyware,3864285714,860,683,740,654,125,278,45,45,27206771,51390568,27206771,61,18559,366,389,24,121,86,2,Activo9,riesgo
16089,Spyware,Spyware,3868292683,857,679,728,648,122,270,45,45,28037383,52336449,28037383,61,18559,366,389,24,119,86,2,Activo13,riesgo
16090,Spyware,Spyware,3890243902,860,702,735,654,122,274,45,45,27932961,52141527,27932961,61,18559,366,389,24,119,86,2,Activo3,riesgo
16091,Spyware,Spyware,387,850,691,719,650,119,252,43,43,27581783,51956382,27581783,61,18559,366,389,24,119,86,2,Activo3,riesgo
16092,Spyware,Spyware,4023076923,647,660,831,640,120,259,47,47,29102167,52631579,29102167,3,3,18,389,24,123,87,2,Activo4,riesgo
16093,Spyware,Spyware,3954285714,625,603,628,570,107,223,42,42,29871977,54054054,29871977,2,2,12,389,24,120,87,2,Activo4,riesgo
16094,Spyware,Spyware,3953658537,651,672,800,643,126,267,47,47,28194361,52189562,28194361,3,3,18,389,24,123,87,2,Activo20,riesgo
16095,Spyware,Spyware,3931707317,650,674,753,640,126,267,45,45,27173913,51328502,27173913,3,3,18,389,24,123,87,2,Activo15,riesgo
16096,Spyware,Spyware,39075,647,669,704,606,123,262,45,45,28054863,52369077,28054863,3,3,18,389,24,123,87,2,Activo9,riesgo
16097,Spyware,Spyware,391025641,644,664,701,598,119,256,44,44,28241335,52631579,28241335,3,3,18,389,24,122,87,2,Activo8,riesgo
16098,Spyware,Spyware,3939473684,640,683,684,598,116,250,44,44,28947368,53289474,28947368,3,3,18,389,24,120,87,2,Activo4,riesgo
16099,Spyware,Spyware,3944736842,643,683,689,598,116,252,44,44,29042904,53465347,29042904,3,3,18,389,24,120,87,2,Activo18,riesgo
16100,Spyware,Spyware,3924324324,634,672,666,594,113,230,42,42,28708134,53315106,28708134,3,3,18,389,24,120,87,2,Activo5,riesgo
16101,Spyware,Spyware,3924324324,631,672,663,594,113,230,42,42,2872777,53351573,2872777,3,3,18,389,24,120,87,2,Activo20,riesgo
16102,Spyware,Spyware,3516216216,611,468,695,455,98,202,38,38,28400598,55306428,28400598,63,27165,378,385,23,115,88,2,Activo3,riesgo
16103,Spyware,Spyware,350625,772,412,592,454,94,200,20,20,69444444,131944444,69444444,10,10104,60,378,21,113,56,2,Activo10,riesgo
16104,Spyware,Spyware,3545945946,811,479,698,461,98,202,39,39,28888889,55555556,28888889,64,27169,384,385,23,115,88,2,Activo20,riesgo
16105,Spyware,Spyware,3492105263,805,483,624,461,98,202,40,40,29585799,56213018,29585799,66,27175,396,385,23,115,88,2,Activo17,riesgo
16106,Spyware,Spyware,3425641026,766,443,589,461,97,199,40,40,30721966,59907834,30721966,32,26886,192,385,23,115,88,2,Activo11,riesgo
16107,Spyware,Spyware,3258974359,773,447,583,461,97,199,68,68,97560976,143472023,97560976,30,19460,180,385,23,115,88,2,Activo7,riesgo
16108,Spyware,Spyware,394137931,786,438,612,455,95,195,22,22,76388889,135416667,76388889,11,10105,66,378,21,113,57,2,Activo17,riesgo
16109,Spyware,Spyware,394137931,784,435,611,455,95,198,14,14,55776892,115537849,55776892,11,10105,66,378,21,113,57,2,Activo11,riesgo
16110,Spyware,Spyware,3418518519,783,429,595,455,95,198,16,16,64516129,120967742,64516129,9,774,54,378,21,113,56,2,Activo18,riesgo
16111,Spyware,Spyware,3523333333,762,407,591,453,91,195,19,19,7755102,130612245,7755102,8,9592,48,105,7,34,55,2,Activo15,riesgo
16112,Trojan,Trojan,385952381,667,679,839,648,120,261,51,51,30520646,55056852,30520646,4,4,24,389,24,122,87,3,Activo9,riesgo
16113,Trojan,Trojan,376,650,692,705,604,113,232,47,47,30900723,56541749,30900723,4,4,24,389,24,119,87,3,Activo4,riesgo
16114,Trojan,Trojan,3833333333,667,679,786,642,120,261,51,51,30722892,55421687,30722892,4,4,24,389,24,122,87,3,Activo12,riesgo
16115,Trojan,Trojan,3804545455,671,694,783,653,126,269,51,51,29582367,54524362,29582367,4,4,24,389,24,122,87,3,Activo4,riesgo
16116,Trojan,Trojan,3784090909,671,694,743,650,126,269,50,50,29205607,5432243,29205607,4,4,24,389,24,122,87,3,Activo19,riesgo
16117,Trojan,Trojan,3758139535,668,689,725,616,123,264,50,50,30156815,5548854,30156815,4,4,24,389,24,122,87,3,Activo8,riesgo
16118,Trojan,Trojan,3764285714,665,684,722,608,119,260,49,49,30284302,55624227,30284302,4,4,24,389,24,121,87,3,Activo9,riesgo
16119,Trojan,Trojan,377804878,662,703,709,608,116,252,49,49,31071655,56436271,31071655,4,4,24,389,24,119,87,3,Activo11,riesgo
16120,Trojan,Trojan,376,653,692,699,604,113,232,47,47,30819672,56393443,30819672,4,4,24,389,24,119,87,3,Activo17,riesgo
16121,Trojan,Trojan,376,655,692,706,604,113,232,47,47,3088042,56504599,3088042,4,4,24,389,24,119,87,3,Activo1,riesgo
16122,Trojan,Trojan,3871428571,659,674,838,650,120,262,48,48,28690974,53197848,28690974,3,3,18,389,24,122,87,3,Activo2,riesgo
16123,Trojan,Trojan,3715789474,631,613,638,580,107,226,43,43,30006978,54431263,30006978,2,2,12,389,24,119,87,3,Activo5,riesgo
16124,Trojan,Trojan,3841860465,676,690,802,645,123,268,56,56,32806093,57410662,32806093,4,4,24,389,24,122,87,3,Activo11,riesgo
16125,Trojan,Trojan,3747727273,655,684,771,653,126,270,47,47,2776137,51978736,2776137,3,3,18,389,24,122,87,3,Activo6,riesgo
16126,Trojan,Trojan,37,652,679,721,616,123,265,46,46,28186275,52696078,28186275,3,3,18,389,24,122,87,3,Activo12,riesgo
16127,Trojan,Trojan,37,652,679,713,616,123,265,46,46,28272895,52858021,28272895,3,3,18,389,24,122,87,3,Activo2,riesgo
16128,Trojan,Trojan,3704761905,649,674,699,608,119,260,45,45,28391167,52996845,28391167,3,3,18,389,24,121,87,3,Activo12,riesgo
16129,Trojan,Trojan,3612195122,634,682,668,604,113,233,43,43,28743316,53475936,28743316,3,3,18,389,24,119,87,3,Activo6,riesgo
16130,Trojan,Trojan,37,636,682,669,604,113,233,43,43,28820375,53619303,28820375,3,3,18,389,24,119,87,3,Activo6,riesgo
16131,Trojan,Trojan,37,637,682,671,604,113,233,43,43,2885906,53691275,2885906,3,3,18,389,24,119,87,3,Activo17,riesgo
16132,Trojan,Trojan,4023076923,647,655,838,640,120,259,47,47,29102167,52631579,29102167,3,3,18,389,24,123,87,3,Activo13,riesgo
16133,Trojan,Trojan,3924324324,632,668,658,596,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,120,87,3,Activo11,riesgo
16134,Trojan,Trojan,3994871795,647,655,784,634,120,259,47,47,29301746,52992519,29301746,3,3,18,389,24,123,87,3,Activo5,riesgo
16135,Trojan,Trojan,3956097561,651,670,775,645,126,267,47,47,28177458,52158273,28177458,3,3,18,389,24,123,87,3,Activo1,riesgo
16136,Trojan,Trojan,3934146341,651,670,726,642,126,267,46,46,27777778,51932367,27777778,3,3,18,389,24,123,87,3,Activo14,riesgo
16137,Trojan,Trojan,391,648,665,703,608,123,262,46,46,28714107,53058677,28714107,3,3,18,389,24,123,87,3,Activo11,riesgo
